12/21/21,17:33:45,rocio,0,3
12/21/21,17:33:45,eze,1,4
12/21/21,17:33:45,luis,2,4
12/21/21,17:34:10,rocio,0,1
12/21/21,17:34:10,luis,1,2
12/21/21,17:34:10,eze,2,2
12/21/21,17:37:17,luis,0,1
12/21/21,17:37:17,rocio,0,0
12/21/21,17:37:17,eze,3,3
12/21/21,17:38:29,eze,0,1
12/21/21,17:38:29,rocio,0,1
12/21/21,17:38:29,luis,3,3
12/21/21,17:45:52,carlosvives_,3,4
12/21/21,17:46:10,carlosvives_,3,4
